1,0,0,[0.99, 0.99, 0.99, 0.99]
1,0,1,[0.99, 1.0, 1.0, 1.0]
1,0,2,[0.99, 0.99, 0.99, 0.99]
1,0,3,[1.0, 0.99, 0.99, 0.99]
1,0,4,[1.0, 1.0, 1.0, 1.0]
1,0,5,[0.99, 0.99, 0.99, 1.0]
1,0,6,[0.99, 0.99, 0.99, 1.0]
1,0,7,[1.0, 1.0, 1.0]
1,0,8,[1.0, 1.0, 1.0, 1.0]
1,0,9,[0.95, 0.96, 0.97, 0.98]
1,0,10,[0.99, 0.99, 0.99, 0.99]
1,1,0,[0.99, 0.99, 0.99, 1.0]
1,1,1,[1.0, 1.0, 1.0]
1,1,2,[0.98, 0.98, 0.99, 0.99]
1,1,3,[0.99, 0.99, 0.99, 0.99]
1,1,4,[0.98, 0.98, 0.99, 0.99]
1,1,5,[0.99, 0.99, 0.99, 0.99]
1,1,6,[1.0, 0.99, 0.99, 0.99]
1,1,7,[0.99, 0.99, 1.0, 1.0]
1,1,8,[1.0, 0.99, 0.99, 0.99]
1,1,9,[0.98, 0.98, 0.98, 0.98]
1,1,10,[0.97, 0.98, 0.98, 0.99]
1,2,0,[0.98, 0.98, 0.99, 0.99]
1,2,1,[0.99, 0.99, 0.99, 0.99]
1,2,2,[0.98, 0.99, 0.98, 0.98]
1,2,3,[1.0, 0.99, 0.99, 0.99]
1,2,4,[0.99, 0.99, 0.99, 0.99]
1,2,5,[0.96, 0.97, 0.97]
1,2,6,[0.95, 0.97, 0.98, 0.98]
1,2,7,[0.98, 0.98, 0.97, 0.97]
1,2,8,[1.0, 0.99, 0.99, 0.99]
1,2,9,[0.98, 0.98, 0.99, 0.99]
1,2,10,[0.99, 0.99, 0.99, 1.0]
1,3,0,[0.98, 0.98, 0.98, 0.98]
1,3,1,[0.99, 0.98, 0.98, 0.98]
1,3,2,[1.0, 0.99, 0.99, 0.99]
1,3,3,[0.99, 0.99, 0.99, 0.99]
1,3,4,[0.99, 1.0, 0.99, 0.99]
1,3,5,[0.96, 0.97, 0.98, 0.98]
1,3,6,[0.97, 0.96, 0.96, 0.97]
1,3,7,[1.0, 1.0, 0.99, 0.98]
1,3,8,[1.0, 1.0, 1.0, 0.99]
1,3,9,[0.99, 0.99, 0.98, 0.98]
1,3,10,[0.88, 0.91, 0.92, 0.92]
1,4,0,[1.0, 1.0, 1.0, 1.0]
1,4,1,[0.99, 0.99, 0.99, 0.99]
1,4,2,[0.96, 0.97, 0.98]
1,4,3,[0.96, 0.97, 0.97, 0.97]
1,4,4,[0.98, 0.97, 0.96, 0.96]
1,4,5,[0.95, 0.96, 0.97, 0.98]
1,4,6,[0.95, 0.96, 0.97, 0.97]
1,4,7,[0.91, 0.92, 0.93, 0.94]
1,4,8,[0.93, 0.93, 0.94, 0.95]
1,4,9,[1.0, 1.0, 0.98, 0.98]
1,4,10,[0.97, 0.96, 0.95, 0.95]
1,5,0,[0.98, 0.98, 0.99, 0.99]
1,5,1,[0.96, 0.96, 0.97, 0.98]
1,5,2,[0.94, 0.95, 0.96, 0.96]
1,5,3,[0.93, 0.94, 0.95, 0.95]
1,5,4,[0.98, 0.98, 0.97, 0.97]
1,5,5,[0.99, 0.98, 0.98, 0.97]
1,5,6,[0.99, 0.98, 0.99, 0.98]
1,5,7,[1.0, 1.0, 0.99, 0.98]
1,5,8,[0.91, 0.94, 0.95, 0.96]
1,5,9,[0.98, 0.99, 0.99]
1,5,10,[0.99, 0.96, 0.95, 0.95]
1,6,0,[0.94, 0.95, 0.96, 0.96]
1,6,1,[0.94, 0.95, 0.95, 0.96]
1,6,2,[0.98, 0.97, 0.98, 0.98]
1,6,3,[0.98, 0.98, 0.99, 0.98]
1,6,4,[0.93, 0.95, 0.95, 0.95]
1,6,5,[0.92, 0.94, 0.94, 0.93]
1,6,6,[0.94, 0.94, 0.95, 0.95]
1,6,7,[0.98, 0.94, 0.94, 0.93]
1,6,8,[0.93, 0.95, 0.96, 0.97]
1,6,9,[0.99, 0.99, 0.97, 0.96]
1,6,10,[0.98, 0.97, 0.97, 0.98]
1,7,0,[0.96, 0.96, 0.97, 0.97]
1,7,1,[0.99, 0.98, 0.98, 0.98]
1,7,2,[0.96, 0.97, 0.98, 0.98]
1,7,3,[0.99, 0.97, 0.96, 0.96]
1,7,4,[0.91, 0.92, 0.93, 0.93]
1,7,5,[0.93, 0.94, 0.95, 0.95]
1,7,6,[0.95, 0.94, 0.94, 0.94]
1,7,7,[0.98, 0.99, 0.99, 0.99]
1,7,8,[0.99, 0.98, 0.97, 0.97]
1,7,9,[1.0, 1.0, 0.99, 0.99]
1,7,10,[0.99, 0.99, 0.99, 0.99]
1,8,0,[0.98, 0.97, 0.96, 0.96]
1,8,1,[0.98, 0.99, 0.99, 0.99]
1,8,2,[0.95, 0.94, 0.94]
1,8,3,[0.99, 0.93, 0.93, 0.93]
1,8,4,[0.99, 0.99, 0.98, 0.97]
1,8,5,[0.94, 0.96, 0.97, 0.97]
1,8,6,[0.95, 0.94, 0.93, 0.93]
1,8,7,[0.89, 0.92, 0.94, 0.95]
1,8,8,[0.92, 0.95, 0.95, 0.95]
1,8,9,[0.99, 0.98, 0.98, 0.98]
1,8,10,[0.97, 0.98, 0.98, 0.99]
1,9,0,[0.93, 0.95, 0.96, 0.96]
1,9,1,[0.96, 0.97, 0.97, 0.97]
1,9,2,[0.93, 0.94, 0.92, 0.93]
1,9,3,[0.89, 0.9, 0.9, 0.91]
1,9,4,[0.92, 0.91, 0.93, 0.93]
1,9,5,[0.89, 0.92, 0.93, 0.94]
1,9,6,[0.99, 0.99, 0.99, 0.98]
1,9,7,[0.94, 0.96, 0.97, 0.97]
1,9,8,[0.92, 0.94, 0.94, 0.94]
1,9,9,[1.0, 0.98, 0.97, 0.96]
1,9,10,[0.98, 0.99, 0.98, 0.98]
1,10,0,[0.93, 0.93, 0.94, 0.94]
1,10,1,[0.97, 0.96, 0.97]
1,10,2,[0.95, 0.94, 0.93, 0.93]
1,10,3,[0.94, 0.96, 0.96, 0.96]
1,10,4,[0.95, 0.96, 0.96, 0.97]
1,10,5,[0.98, 0.99, 0.99, 0.99]
1,10,6,[0.98, 0.99, 0.99, 0.99]
1,10,7,[0.98, 0.99, 0.98, 0.98]
1,10,8,[0.96, 0.97, 0.98, 0.98]
1,10,9,[0.94, 0.96, 0.95, 0.95]
1,10,10,[0.97, 0.97, 0.95, 0.95]
2,0,0,[0.99, 0.99, 0.99, 0.99]
2,0,1,[0.99, 0.99, 0.99, 0.99]
2,0,2,[0.98, 0.98, 0.98, 0.98]
2,0,3,[0.97, 0.98, 0.98, 0.98]
2,0,4,[1.0, 1.0, 1.0, 1.0]
2,0,5,[0.97, 0.98, 0.98, 0.98]
2,0,6,[0.99, 0.99, 0.99, 0.99]
2,0,7,[0.98, 0.98, 0.99, 0.99]
2,0,8,[0.99, 0.99, 0.99, 0.99]
2,0,9,[0.99, 0.99, 0.99, 0.99]
2,0,10,[0.99, 0.99, 1.0, 1.0]
2,1,0,[0.95, 0.96, 0.96, 0.96]
2,1,1,[0.97, 0.98, 0.98, 0.98]
2,1,2,[0.99, 0.97, 0.97, 0.97]
2,1,3,[0.99, 0.99, 0.98]
2,1,4,[0.99, 1.0, 0.99, 0.99]
2,1,5,[0.94, 0.95, 0.96, 0.96]
2,1,6,[0.94, 0.96, 0.97, 0.97]
2,1,7,[0.98, 0.98, 0.98, 0.98]
2,1,8,[0.93, 0.95, 0.96, 0.97]
2,1,9,[0.99, 0.97, 0.97, 0.97]
2,1,10,[0.99, 0.96, 0.95, 0.95]
2,2,0,[1.0, 1.0, 1.0, 1.0]
2,2,1,[0.97, 0.98, 0.98, 0.99]
2,2,2,[0.97, 0.96, 0.97, 0.97]
2,2,3,[0.99, 0.97, 0.97, 0.98]
2,2,4,[0.95, 0.96, 0.96]
2,2,5,[0.97, 0.96, 0.96, 0.96]
2,2,6,[0.91, 0.94, 0.95]
2,2,7,[0.91, 0.94, 0.95, 0.96]
2,2,8,[1.0, 0.97, 0.97]
2,2,9,[0.92, 0.92, 0.93, 0.93]
2,2,10,[0.96, 0.97, 0.96, 0.96]
2,3,0,[0.97, 0.97, 0.97, 0.97]
2,3,1,[0.99, 0.99, 0.99, 0.99]
2,3,2,[0.9, 0.91, 0.92]
2,3,3,[0.99, 0.99, 0.99]
2,3,4,[0.9, 0.91, 0.92, 0.92]
2,3,5,[0.95, 0.96, 0.95, 0.95]
2,3,6,[0.95, 0.93, 0.93, 0.93]
2,3,7,[0.92, 0.93, 0.94, 0.94]
2,3,8,[0.99, 0.99, 0.99, 0.99]
2,3,9,[0.94, 0.92, 0.93, 0.94]
2,3,10,[0.99, 0.99, 0.99, 0.99]
2,4,0,[0.97, 0.95, 0.96, 0.96]
2,4,1,[0.95, 0.95, 0.95, 0.95]
2,4,2,[0.94, 0.93, 0.93]
2,4,3,[0.95, 0.95, 0.95]
2,4,4,[0.95, 0.95, 0.96, 0.96]
2,4,5,[0.95, 0.96, 0.97, 0.97]
2,4,6,[0.98, 0.99, 0.99, 0.99]
2,4,7,[0.99, 0.98, 0.97, 0.97]
2,4,8,[0.97, 0.96, 0.96, 0.96]
2,4,9,[0.98, 0.97, 0.97, 0.97]
2,4,10,[0.99, 0.99, 0.99, 0.99]
2,5,0,[0.99, 0.97, 0.97, 0.97]
2,5,1,[0.96, 0.97, 0.97, 0.98]
2,5,2,[0.95, 0.93, 0.93, 0.93]
2,5,3,[0.94, 0.93, 0.93, 0.93]
2,5,4,[0.93, 0.94, 0.94, 0.95]
2,5,5,[0.93, 0.95, 0.96, 0.96]
2,5,6,[0.91, 0.91, 0.9, 0.9]
2,5,7,[0.91, 0.9, 0.91, 0.92]
2,5,8,[0.98, 0.98, 0.98, 0.99]
2,5,9,[0.84, 0.87, 0.89, 0.9]
2,5,10,[0.98, 0.99, 0.98, 0.98]
2,6,0,[0.94, 0.96, 0.95, 0.94]
2,6,1,[0.92, 0.92, 0.93, 0.92]
2,6,2,[0.94, 0.96, 0.96, 0.95]
2,6,3,[0.87, 0.9, 0.9, 0.91]
2,6,4,[0.99, 0.98, 0.98, 0.98]
2,6,5,[0.99, 0.99, 0.98, 0.98]
2,6,6,[0.99, 0.99, 0.98, 0.98]
2,6,7,[0.99, 0.99, 0.98, 0.98]
2,6,8,[0.97, 0.97, 0.96, 0.96]
2,6,9,[0.94, 0.96, 0.97, 0.97]
2,6,10,[0.93, 0.93, 0.93, 0.93]
2,7,0,[0.91, 0.92, 0.93]
2,7,1,[0.96, 0.97, 0.98, 0.98]
2,7,2,[0.97, 0.96, 0.95, 0.94]
2,7,3,[0.93, 0.94, 0.95]
2,7,4,[0.89, 0.92, 0.93, 0.94]
2,7,5,[0.98, 0.98, 0.98, 0.98]
2,7,6,[0.98, 0.98, 0.97, 0.97]
2,7,7,[0.98, 0.98, 0.98, 0.98]
2,7,8,[0.98, 0.98, 0.96, 0.95]
2,7,9,[0.91, 0.91, 0.91, 0.91]
2,7,10,[0.84, 0.84, 0.84, 0.84]
2,8,0,[0.96, 0.97, 0.96, 0.95]
2,8,1,[0.98, 0.98, 0.97, 0.96]
2,8,2,[0.99, 0.99, 0.99, 0.99]
2,8,3,[0.95, 0.96, 0.97, 0.97]
2,8,4,[0.99, 0.99, 0.99, 0.98]
2,8,5,[0.99, 0.99, 0.99, 0.99]
2,8,6,[1.0, 0.97, 0.97, 0.97]
2,8,7,[0.95, 0.94, 0.95, 0.93]
2,8,8,[0.9, 0.88, 0.87, 0.87]
2,8,9,[0.79, 0.79, 0.79]
2,8,10,[0.75, 0.73, 0.73, 0.73]
2,9,0,[0.94, 0.95, 0.96, 0.97]
2,9,1,[0.95, 0.94, 0.95, 0.95]
2,9,2,[0.99, 0.96, 0.95, 0.95]
2,9,3,[0.99, 0.99, 0.99, 0.99]
2,9,4,[0.99, 0.99, 0.98, 0.98]
2,9,5,[0.95, 0.97, 0.97, 0.97]
2,9,6,[0.95, 0.95, 0.95, 0.94]
2,9,7,[0.87, 0.86, 0.86, 0.86]
2,9,8,[0.76, 0.76, 0.76, 0.76]
2,9,9,[0.72, 0.71, 0.7, 0.7]
2,9,10,[0.64, 0.64, 0.64, 0.64]
2,10,0,[0.85, 0.89, 0.9, 0.91]
2,10,1,[0.99, 1.0, 0.99, 0.98]
2,10,2,[0.99, 0.99, 0.99]
2,10,3,[1.0, 0.99, 0.99]
2,10,4,[0.93, 0.94, 0.95, 0.96]
2,10,5,[0.93, 0.94, 0.93, 0.92]
2,10,6,[0.9, 0.89, 0.87, 0.86]
2,10,7,[0.77, 0.77, 0.77, 0.77]
2,10,8,[0.68, 0.69, 0.69, 0.7]
2,10,9,[0.7, 0.7, 0.7]
2,10,10,[0.63, 0.61, 0.6]
3,0,0,[0.99, 0.99, 0.99, 0.99]
3,0,1,[0.97, 0.98, 0.97, 0.97]
3,0,2,[0.97, 0.98, 0.98, 0.98]
3,0,3,[0.95, 0.96, 0.96, 0.97]
3,0,4,[0.96, 0.97, 0.97, 0.96]
3,0,5,[0.98, 0.98, 0.98, 0.98]
3,0,6,[0.97, 0.98, 0.97, 0.98]
3,0,7,[0.99, 0.99, 0.99]
3,0,8,[1.0, 1.0, 0.99, 0.99]
3,0,9,[0.99, 0.98, 0.98, 0.98]
3,0,10,[0.99, 0.99, 0.99, 0.99]
3,1,0,[0.94, 0.94, 0.95, 0.95]
3,1,1,[0.94, 0.96, 0.96, 0.97]
3,1,2,[0.94, 0.95, 0.96, 0.96]
3,1,3,[0.95, 0.94, 0.95, 0.95]
3,1,4,[0.92, 0.94, 0.95, 0.95]
3,1,5,[0.99, 0.99, 0.99]
3,1,6,[0.9, 0.91, 0.92]
3,1,7,[0.92, 0.93, 0.93, 0.93]
3,1,8,[0.91, 0.91, 0.91, 0.91]
3,1,9,[0.93, 0.9, 0.91, 0.92]
3,1,10,[0.92, 0.93, 0.94, 0.95]
3,2,0,[0.97, 0.97, 0.97, 0.97]
3,2,1,[0.99, 0.97, 0.97, 0.96]
3,2,2,[0.99, 0.97, 0.96, 0.96]
3,2,3,[0.92, 0.93, 0.95, 0.95]
3,2,4,[0.94, 0.96, 0.96, 0.96]
3,2,5,[0.91, 0.91, 0.91, 0.91]
3,2,6,[0.92, 0.92, 0.93, 0.94]
3,2,7,[0.99, 0.97, 0.96, 0.96]
3,2,8,[0.96, 0.92, 0.92, 0.93]
3,2,9,[0.98, 0.96, 0.96, 0.96]
3,2,10,[0.96, 0.97, 0.97, 0.97]
3,3,0,[0.94, 0.95, 0.96, 0.97]
3,3,1,[0.92, 0.9, 0.92, 0.92]
3,3,2,[0.88, 0.89, 0.89, 0.9]
3,3,3,[0.99, 0.98, 0.96, 0.96]
3,3,4,[0.94, 0.96, 0.95, 0.95]
3,3,5,[0.99, 0.98, 0.97, 0.97]
3,3,6,[0.99, 1.0, 1.0, 0.99]
3,3,7,[0.97, 0.94, 0.94, 0.95]
3,3,8,[0.96, 0.96, 0.96, 0.96]
3,3,9,[0.99, 0.99, 0.99, 0.99]
3,3,10,[1.0, 1.0, 1.0, 1.0]
3,4,0,[0.99, 0.98, 0.97, 0.96]
3,4,1,[0.94, 0.92, 0.93, 0.93]
3,4,2,[0.9, 0.93, 0.94, 0.95]
3,4,3,[0.9, 0.88, 0.89, 0.9]
3,4,4,[0.9, 0.93, 0.93, 0.94]
3,4,5,[0.93, 0.91, 0.91, 0.92]
3,4,6,[1.0, 0.99, 0.99, 0.98]
3,4,7,[0.91, 0.94, 0.95, 0.94]
3,4,8,[0.97, 0.97, 0.96, 0.96]
3,4,9,[0.99, 0.99, 0.99, 0.98]
3,4,10,[0.98, 0.98, 0.98, 0.97]
3,5,0,[0.94, 0.94, 0.94, 0.95]
3,5,1,[0.94, 0.95, 0.96, 0.96]
3,5,2,[0.95, 0.93, 0.93, 0.93]
3,5,3,[0.91, 0.94, 0.95, 0.96]
3,5,4,[0.99, 0.99, 0.99, 0.99]
3,5,5,[0.98, 0.98, 0.96, 0.96]
3,5,6,[1.0, 0.99, 0.99, 0.99]
3,5,7,[0.97, 0.96, 0.96, 0.96]
3,5,8,[0.91, 0.9, 0.9, 0.9]
3,5,9,[0.84, 0.84, 0.84, 0.85]
3,5,10,[0.73, 0.75, 0.77, 0.79]
3,6,0,[0.99, 0.95, 0.94, 0.94]
3,6,1,[1.0, 0.98, 0.97, 0.97]
3,6,2,[0.92, 0.94, 0.95, 0.96]
3,6,3,[0.91, 0.94, 0.95, 0.96]
3,6,4,[0.99, 1.0, 1.0]
3,6,5,[0.87, 0.9, 0.91, 0.92]
3,6,6,[0.94, 0.93, 0.93, 0.93]
3,6,7,[0.89, 0.89, 0.88, 0.87]
3,6,8,[0.69, 0.73, 0.75, 0.76]
3,6,9,[0.71, 0.72, 0.72, 0.73]
3,6,10,[0.67, 0.66, 0.67, 0.67]
3,7,0,[0.96, 0.96, 0.96, 0.96]
3,7,1,[0.89, 0.93, 0.94, 0.94]
3,7,2,[0.99, 0.97, 0.95]
3,7,3,[0.99, 0.99, 0.99, 0.99]
3,7,4,[0.98, 0.97, 0.97, 0.97]
3,7,5,[0.91, 0.92, 0.92, 0.93]
3,7,6,[0.85, 0.85, 0.85, 0.85]
3,7,7,[0.76, 0.77, 0.77, 0.78]
3,7,8,[0.7, 0.7, 0.7, 0.71]
3,7,9,[0.64, 0.64, 0.64, 0.64]
3,7,10,[0.59, 0.59, 0.59, 0.59]
3,8,0,[0.97, 0.96, 0.95, 0.95]
3,8,1,[0.91, 0.93, 0.95, 0.95]
3,8,2,[1.0, 1.0, 1.0, 0.99]
3,8,3,[0.99, 0.99, 0.99, 0.99]
3,8,4,[0.79, 0.85, 0.87, 0.88]
3,8,5,[0.83, 0.87, 0.88, 0.89]
3,8,6,[0.81, 0.81, 0.8, 0.8]
3,8,7,[0.73, 0.74, 0.74, 0.74]
3,8,8,[0.57, 0.59, 0.6, 0.6]
3,8,9,[0.54, 0.54, 0.55, 0.55]
3,8,10,[0.55, 0.55, 0.55, 0.55]
3,9,0,[0.96, 0.97, 0.97, 0.97]
3,9,1,[0.89, 0.91, 0.93, 0.94]
3,9,2,[0.99, 0.94, 0.94, 0.95]
3,9,3,[0.97, 0.97, 0.95, 0.93]
3,9,4,[0.78, 0.82, 0.83, 0.84]
3,9,5,[0.76, 0.76, 0.74, 0.74]
3,9,6,[0.64, 0.65, 0.66, 0.66]
3,9,7,[0.51, 0.55, 0.57, 0.58]
3,9,8,[0.52, 0.52, 0.53, 0.53]
3,9,9,[0.54, 0.54, 0.54, 0.54]
3,9,10,[0.48, 0.48, 0.48, 0.48]
3,10,0,[0.92, 0.92, 0.94, 0.94]
3,10,1,[0.96, 0.95, 0.95, 0.96]
3,10,2,[0.99, 0.99, 0.99, 0.99]
3,10,3,[0.91, 0.89, 0.89, 0.89]
3,10,4,[0.76, 0.73, 0.72, 0.73]
3,10,5,[0.73, 0.73, 0.74, 0.74]
3,10,6,[0.62, 0.61, 0.61, 0.61]
3,10,7,[0.55, 0.55, 0.55, 0.55]
3,10,8,[0.48, 0.49, 0.49, 0.49]
3,10,9,[0.45, 0.44, 0.45, 0.45]
3,10,10,[0.42, 0.43, 0.44]
4,0,0,[0.94, 0.96, 0.96, 0.96]
